"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"BEPatientWill","","","",0,*,"","","","","A patient will (a single entry in the patient will) - an individual statement of permission or refusal for care-related activities such as live organ donation, resuscitation, etc.","A patient will (a single entry in the patient will) - an individual statement of permission or refusal for care-related activities such as live organ donation, resuscitation, etc.","","","","","","","","","",,,,,"",,,,"Resource",0,*,"","","Entity. Role, or Act"
"BEPatientWill.id","","","",0,1,"","","Y","string {[]} {[]}
","Logical id of this artifact","The logical id of the resource, as used in the URL for the resource. Once assigned, this value never changes.","The only time that a resource does not have an id is when it is being submitted to the server using a create operation.","","","","","","","","",,,,,"",,,,"Resource.id",0,1,"",""
"BEPatientWill.meta","","","",0,1,"","","Y","Meta {[]} {[]}
","Metadata about the resource","The metadata about the resource. This is content that is maintained by the infrastructure. Changes to the content might not always be associated with version changes to the resource.","","","","","","","","","",,,,,"",,,,"Resource.meta",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"BEPatientWill.implicitRules","","","",0,1,"","Y","Y","uri {[]} {[]}
","A set of rules under which this content was created","A reference to a set of rules that were followed when the resource was constructed, and which must be understood when processing the content. Often, this is a reference to an implementation guide that defines the special rules along with other profiles etc.","Asserting this rule set restricts the content to be only understood by a limited set of trading partners. This inherently limits the usefulness of the data in the long term. However, the existing health eco-system is highly fractured, and not yet ready to define, collect, and exchange data in a generally computable sense. Wherever possible, implementers and/or specification writers should avoid using this element. Often, when used, the URL is a reference to an implementation guide that defines these special rules as part of it's narrative along with other profiles, value sets, etc.","","","","","","","","",,,,,"",,,,"Resource.implicitRules",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"BEPatientWill.language","","","",0,1,"","","","code {[]} {[]}
","Language of the resource content","The base language in which the resource is written.","Language is provided to support indexing and accessibility (typically, services such as text to speech use the language tag). The html language tag in the narrative applies  to the narrative. The language tag on the resource may be used to specify the language of other presentations generated from the data in the resource. Not all the content has to be in the base language. The Resource.language should not be assumed to apply to the narrative automatically. If a language is specified, it should it also be specified on the div element in the html (see rules in HTML5 for information about the relationship between xml:lang and the html lang attribute).","","","","","","","","",,"preferred","A human language.","http://hl7.org/fhir/ValueSet/languages","",,,,"Resource.language",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"BEPatientWill.identifier","","","",0,1,"","","","Identifier {[]} {[]}
","The business identifier(s) for the Patient will assertion","The business identifier(s) for the patient will entry - This is an optional attribute, used for example to track an entry throughout its lifecycle, or across vaults.","","","","","","","","","",,,,,"",,,,"BEPatientWill.identifier",0,1,"",""
"BEPatientWill.status","","","",1,1,"","","","code {[CanonicalType[http://hl7.org/fhir/StructureDefinition/code]]} {[]}
","The status of the patient's will","The status of a patient's will","","","","","","","","","",,"required","","http://hl7.org/fhir/ValueSet/consent-state-codes","",,,,"BEPatientWill.status",1,1,"",""
"BEPatientWill.dateTime","","","",1,1,"","","","dateTime {[CanonicalType[http://hl7.org/fhir/StructureDefinition/dateTime]]} {[]}
","The dateTime when the patient will has been declared","The date and/or time when the patient will has been declared - for example if this captures a physical document that was sgined by a patient on a given date, this element would correspond with that date","","","","","","","","","",,,,,"",,,,"BEPatientWill.dateTime",1,1,"",""
"BEPatientWill.reporter","","","",1,1,"","","","Reference {[]} {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-practitioner]]}
","The professional that registered the patient will","The healthcare professional who takes responsibility for collecting content.","","","","","","","","","",,,,,"",,,,"BEPatientWill.reporter",1,1,"",""
"BEPatientWill.patient","","","",1,1,"","","","Reference {[]} {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-patient]]}
","The subject of the patient will.","The subject of the patient will.","","","","","","","","","",,,,,"",,,,"BEPatientWill.patient",1,1,"",""
"BEPatientWill.source","","","",0,1,"","","","Attachment {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Attachment]]} {[]}
","The evidence used to support the patient will.","Supporting evidence for the patient will (e.g. a paper signed by the patient to refuse a specific treatment)","","","","","","","","","",,,,,"",,,,"BEPatientWill.source",0,1,"",""
